tX;tY;tZ;rX;rY;rZ;rW;time(s)
-0.177502;9.214849;-2.788477;0.01110662;0.9875907;0.1333086;-0.08228122;33.4334
-0.17713;9.21697;-2.791081;0.01185553;0.9869077;0.1358481;-0.08612786;33.46673
-0.1773959;9.216837;-2.795305;0.01265575;0.9862342;0.1377292;-0.09062374;33.50006
-0.1793673;9.215796;-2.800426;0.01347339;0.9855364;0.1396051;-0.09511487;33.5334
-0.1783954;9.21952;-2.806254;0.01424325;0.9849068;0.1408312;-0.09961049;33.56673
-0.1772476;9.22338;-2.808909;0.01469152;0.9845631;0.1411109;-0.1025061;33.60007
-0.1788934;9.222872;-2.813987;0.01506089;0.9842913;0.1410719;-0.1050833;33.6334
-0.1823826;9.222288;-2.819286;0.01612227;0.9834725;0.1409546;-0.1124888;33.66673
-0.1826011;9.222953;-2.823423;0.01676787;0.9829468;0.1408793;-0.1169933;33.70007
-0.1831342;9.22468;-2.828862;0.01759741;0.9822407;0.140778;-0.1227812;33.7334
-0.1846922;9.227407;-2.831296;0.01764348;0.9822004;0.1407723;-0.1231026;33.76673
-0.1860123;9.228059;-2.837836;0.01764348;0.9822004;0.1407723;-0.1231026;33.80006
-0.1873822;9.228179;-2.84352;0.01764348;0.9822004;0.1407723;-0.1231026;33.8334
-0.1870665;9.227416;-2.848593;0.0177817;0.9820791;0.1407549;-0.124067;33.86673
-0.187822;9.226868;-2.850794;0.01791464;0.9819515;0.1410646;-0.1247039;33.90007
-0.188916;9.230189;-2.855604;0.01809425;0.9817824;0.1413682;-0.125662;33.9334
-0.1898631;9.231124;-2.858065;0.01814053;0.9817412;0.1413623;-0.1259834;33.96673
-0.1925239;9.232275;-2.861159;0.01814053;0.9817412;0.1413623;-0.1259834;34.00006
-0.1937842;9.235664;-2.864766;0.01814053;0.9817412;0.1413623;-0.1259834;34.0334
-0.1935756;9.237204;-2.868796;0.01814053;0.9817412;0.1413623;-0.1259834;34.06673
-0.1960402;9.240263;-2.87182;0.01814053;0.9817412;0.1413623;-0.1259834;34.10007
-0.1953093;9.241488;-2.876236;0.01827449;0.9816123;0.1416716;-0.12662;34.1334
-0.1963958;9.242514;-2.879888;0.01849709;0.9813945;0.142296;-0.1275718;34.16673
-0.1953087;9.24334;-2.883666;0.01912034;0.9807712;0.1445003;-0.1297761;34.20007
-0.1989955;9.245903;-2.890426;0.0197436;0.9801279;0.1473562;-0.131323;34.2334
-0.2007188;9.247321;-2.896989;0.02072388;0.9790769;0.1527728;-0.1328134;34.26674
-0.2022588;9.250384;-2.899701;0.021253;0.9784771;0.1562893;-0.1330582;34.30007
-0.2045804;9.254298;-2.904109;0.02142716;0.9782717;0.15757;-0.1330303;34.3334
-0.2042183;9.257096;-2.911158;0.02160127;0.9780646;0.1588504;-0.1330021;34.36673
-0.2034265;9.260494;-2.91338;0.02177536;0.9778558;0.1601306;-0.1329737;34.40007
-0.2032787;9.263915;-2.917146;0.02207201;0.9773819;0.1643255;-0.1312808;34.4334
-0.2023918;9.267277;-2.92226;0.02218495;0.977107;0.1672399;-0.1296166;34.46674
-0.2024011;9.267095;-2.927451;0.02216259;0.9769875;0.1691946;-0.1279743;34.50007
-0.2015401;9.269954;-2.930109;0.02207959;0.9770017;0.1698558;-0.1270006;34.5334
-0.202495;9.2732;-2.936208;0.02195406;0.9770703;0.1701972;-0.1260342;34.56673
-0.2054366;9.275607;-2.94194;0.02195406;0.9770703;0.1701972;-0.1260342;34.60007
-0.2042644;9.278919;-2.946442;0.02189834;0.9771115;0.1702043;-0.1257143;34.6334
-0.2061192;9.282597;-2.950558;0.02189834;0.9771115;0.1702043;-0.1257143;34.66673
-0.2075518;9.284861;-2.95261;0.02189834;0.9771115;0.1702043;-0.1257143;34.70007
-0.2110271;9.287294;-2.956552;0.02189834;0.9771115;0.1702043;-0.1257143;34.7334
-0.213854;9.289394;-2.961588;0.02189834;0.9771115;0.1702043;-0.1257143;34.76674
-0.2133551;9.292158;-2.966722;0.02189834;0.9771115;0.1702043;-0.1257143;34.80007
-0.212403;9.294213;-2.970162;0.02189834;0.9771115;0.1702043;-0.1257143;34.8334
-0.215637;9.296179;-2.973596;0.02189834;0.9771115;0.1702043;-0.1257143;34.86673
-0.2181627;9.295453;-2.978012;0.02189834;0.9771115;0.1702043;-0.1257143;34.90007
-0.2182997;9.296331;-2.983248;0.02189834;0.9771115;0.1702043;-0.1257143;34.9334
-0.2186127;9.296749;-2.98592;0.02189834;0.9771115;0.1702043;-0.1257143;34.96674
-0.2209697;9.296129;-2.990969;0.02189834;0.9771115;0.1702043;-0.1257143;35.00007
-0.2202194;9.299439;-2.993618;0.02189834;0.9771115;0.1702043;-0.1257143;35.0334
-0.2224803;9.302352;-2.999819;0.02189834;0.9771115;0.1702043;-0.1257143;35.06673
-0.2236631;9.302553;-3.003484;0.02189834;0.9771115;0.1702043;-0.1257143;35.10007
-0.2226343;9.302553;-3.008452;0.02189834;0.9771115;0.1702043;-0.1257143;35.1334
-0.22596;9.303393;-3.011095;0.0215641;0.9773564;0.170247;-0.1237955;35.16674
-0.2276866;9.303342;-3.013418;0.02019112;0.9781696;0.1720382;-0.114802;35.20007
-0.2269931;9.302901;-3.019761;0.01878705;0.9788973;0.173818;-0.1058038;35.2334
-0.228534;9.305978;-3.024343;0.01803278;0.9792337;0.1748695;-0.1009799;35.26674
-0.2286428;9.308482;-3.031127;0.01768936;0.9794301;0.1749046;-0.09905683;35.30007
-0.2309051;9.309836;-3.036184;0.01743504;0.9795335;0.1752539;-0.09744838;35.3334
-0.2321412;9.310998;-3.03886;0.01714828;0.9796917;0.1752822;-0.0958456;35.36674
-0.230915;9.314965;-3.044808;0.01686145;0.9798472;0.17531;-0.09424243;35.40007
-0.2320603;9.318249;-3.048612;0.01651719;0.9800303;0.1753428;-0.09231832;35.4334
-0.2344313;9.318781;-3.054911;0.01631744;0.9800929;0.175685;-0.09103002;35.46674
-0.2352232;9.321371;-3.05916;0.01614494;0.9801818;0.1757009;-0.09006771;35.50007
-0.2344936;9.324973;-3.065186;0.01577116;0.980328;0.1760583;-0.08781699;35.5334
-0.2338153;9.3243;-3.070204;0.01499168;0.9806623;0.1764496;-0.08331997;35.56673
-0.2358383;9.323833;-3.076605;0.01417673;0.9809438;0.1771632;-0.07849585;35.60007
-0.2347343;9.326385;-3.082755;0.01333103;0.9812592;0.1775517;-0.07367543;35.6334
-0.2351503;9.33046;-3.084913;0.01201597;0.9817277;0.1779683;-0.06628378;35.66674
-0.2350186;9.329744;-3.088776;0.0111221;0.9820995;0.1777038;-0.06146754;35.70007
-0.2365097;9.3303;-3.0933;0.01009665;0.9825424;0.1771199;-0.05600944;35.7334
-0.2387035;9.330445;-3.097028;0.009044965;0.9830699;0.1758866;-0.05055435;35.76674
-0.237296;9.332519;-3.100675;0.008913519;0.9831603;0.1755707;-0.04991388;35.80007
-0.2366809;9.333403;-3.103077;0.009109805;0.9832088;0.1749154;-0.05120669;35.8334
-0.2395364;9.333498;-3.105736;0.009109805;0.9832088;0.1749154;-0.05120669;35.86674
-0.2395691;9.336202;-3.111474;0.009109805;0.9832088;0.1749154;-0.05120669;35.90007
-0.2405644;9.335496;-3.114629;0.009109805;0.9832088;0.1749154;-0.05120669;35.9334
-0.2426262;9.338491;-3.117052;0.009109805;0.9832088;0.1749154;-0.05120669;35.96674
-0.2439722;9.341121;-3.121917;0.009109805;0.9832088;0.1749154;-0.05120669;36.00007
-0.2433009;9.342132;-3.126492;0.009109805;0.9832088;0.1749154;-0.05120669;36.03341
-0.2439299;9.345448;-3.128843;0.009109805;0.9832088;0.1749154;-0.05120669;36.06674
-0.2445557;9.349243;-3.133552;0.009109805;0.9832088;0.1749154;-0.05120669;36.10007
-0.2444952;9.349856;-3.13579;0.009109805;0.9832088;0.1749154;-0.05120669;36.1334
-0.2428381;9.349095;-3.139206;0.009109805;0.9832088;0.1749154;-0.05120669;36.16674
-0.241952;9.351482;-3.143348;0.008386506;0.9837283;0.1730159;-0.04768372;36.20007
-0.2417378;9.353352;-3.149561;0.006988164;0.984242;0.1721102;-0.03996303;36.2334
-0.2423856;9.357383;-3.155559;0.00372018;0.9852636;0.1696318;-0.02160773;36.26674
-0.2445132;9.361274;-3.159783;-0.0003246328;0.9862115;0.1654782;0.001934736;36.30007
-0.2466539;9.363597;-3.164792;-0.003486077;0.9870381;0.158982;0.02164327;36.3334
-0.2444921;9.366534;-3.171299;-0.005654403;0.9879419;0.1501845;0.03719573;36.36674
-0.2419041;9.366501;-3.175941;-0.006806116;0.9885374;0.1433317;0.04694077;36.40007
-0.2392134;9.366258;-3.179005;-0.0082644;0.9890499;0.1341648;0.06092435;36.4334
-0.2373859;9.366489;-3.184662;-0.009416746;0.9890361;0.1282345;0.07262868;36.46674
-0.2354922;9.368997;-3.188952;-0.01039193;0.9888111;0.123273;0.08335689;36.50007
-0.2332511;9.36883;-3.192318;-0.01066894;0.9888168;0.1199889;0.08792169;36.53341
-0.2335396;9.370243;-3.195414;-0.01070822;0.9887879;0.1199854;0.08824538;36.56674
-0.2332978;9.373744;-3.197836;-0.01070822;0.9887879;0.1199854;0.08824538;36.60007
-0.2347451;9.373686;-3.203337;-0.01070822;0.9887879;0.1199854;0.08824538;36.6334
-0.2339666;9.377247;-3.207723;-0.01070822;0.9887879;0.1199854;0.08824538;36.66674
-0.2320458;9.380811;-3.214145;-0.01070822;0.9887879;0.1199854;0.08824538;36.70007
-0.2297968;9.382208;-3.220972;-0.01070822;0.9887879;0.1199854;0.08824538;36.73341
-0.2303724;9.381776;-3.225115;-0.01070822;0.9887879;0.1199854;0.08824538;36.76674
-0.2272696;9.381617;-3.228266;-0.01070822;0.9887879;0.1199854;0.08824538;36.80007
-0.2255813;9.385073;-3.230878;-0.01070822;0.9887879;0.1199854;0.08824538;36.8334
-0.2245872;9.384784;-3.233858;-0.01062969;0.9888455;0.1199924;0.08759824;36.86674
-0.2260514;9.38491;-3.239618;-0.00917104;0.9897646;0.12109;0.07496218;36.90007
-0.2243261;9.38834;-3.244255;-0.007866809;0.9903987;0.1224836;0.06361076;36.93341
-0.2258215;9.391412;-3.246724;-0.006670841;0.9908087;0.1241807;0.0532251;36.96674
-0.2239271;9.394485;-3.250469;-0.005728497;0.9910063;0.1258528;0.04510808;37.00007
-0.2258456;9.393273;-3.25639;-0.005274693;0.9910518;0.1268473;0.0412109;37.03341
-0.2248857;9.395901;-3.25909;-0.005038453;0.9910892;0.1271818;0.03926314;37.06674
-0.2226285;9.394883;-3.263456;-0.005038453;0.9910892;0.1271818;0.03926314;37.10007
-0.2236526;9.397617;-3.267967;-0.005038453;0.9910892;0.1271818;0.03926314;37.13341
-0.2253945;9.398455;-3.271689;-0.005038453;0.9910892;0.1271818;0.03926314;37.16674
-0.2267776;9.39978;-3.278799;-0.005038453;0.9910892;0.1271818;0.03926314;37.20007
-0.2255835;9.402987;-3.281414;-0.00509304;0.9910346;0.1275045;0.0395859;37.23341
-0.2250085;9.402801;-3.283848;-0.006312566;0.9910257;0.1235491;0.05063505;37.26674
-0.2258329;9.403375;-3.288385;-0.007905705;0.9907408;0.1182489;0.06623749;37.30007
-0.2235371;9.405088;-3.29434;-0.008855205;0.9903992;0.1149221;0.07631418;37.3334
-0.2237091;9.403915;-3.300544;-0.01068792;0.9893095;0.1039812;0.1016882;37.36674
-0.2217728;9.406263;-3.304555;-0.01103164;0.9889065;0.09903341;0.1101574;37.40007
-0.2189729;9.408144;-3.310326;-0.01118347;0.9885073;0.09344202;0.1183081;37.43341
-0.2174536;9.407296;-3.315897;-0.01119396;0.98817;0.08884431;0.1245047;37.46674
-0.2161102;9.408373;-3.319618;-0.01121855;0.9879847;0.08719825;0.1271098;37.50007
-0.2168914;9.408122;-3.324054;-0.01151003;0.9869248;0.08222448;0.1381527;37.53341
-0.2164097;9.410864;-3.328125;-0.01171319;0.9864746;0.08153687;0.1417122;37.56674
-0.2129174;9.414142;-3.332282;-0.01167919;0.9865866;0.08187121;0.1407398;37.60007
-0.2112417;9.415123;-3.337387;-0.01167919;0.9865866;0.08187121;0.1407398;37.63341
-0.2080104;9.418411;-3.341362;-0.01167919;0.9865866;0.08187121;0.1407398;37.66674
-0.2060143;9.41704;-3.344766;-0.01167919;0.9865866;0.08187121;0.1407398;37.70007
-0.2051022;9.419922;-3.347198;-0.01167919;0.9865866;0.08187121;0.1407398;37.73341
-0.2029121;9.419845;-3.354213;-0.01167919;0.9865866;0.08187121;0.1407398;37.76674
-0.2015815;9.418328;-3.359466;-0.01167919;0.9865866;0.08187121;0.1407398;37.80008
-0.1986903;9.421238;-3.365578;-0.01228415;0.9856387;0.08244213;0.1468635;37.83341
-0.1986575;9.42202;-3.368088;-0.01317961;0.9836863;0.08098231;0.1600918;37.86674
-0.1959835;9.420835;-3.373007;-0.01403336;0.9782448;0.07055106;0.1945835;37.90007
-0.1963433;9.421713;-3.375721;-0.01320129;0.9722996;0.05670149;0.2263717;37.93341
-0.1928864;9.421749;-3.382071;-0.01253877;0.970236;0.05148523;0.2362924;37.96674
-0.1907545;9.422724;-3.385611;-0.009196439;0.9655651;0.03445702;0.2577054;38.00007
-0.1879001;9.422997;-3.388046;-0.00584195;0.962497;0.0207922;0.2704312;38.03341
-0.1851456;9.424159;-3.394535;-0.002042633;0.9588881;0.006904144;0.283693;38.06674
-0.1818186;9.426681;-3.396725;0.001570501;0.9539336;-0.004994307;0.2999723;38.10007
-0.1766503;9.428631;-3.400934;0.002407249;0.9518332;-0.007475312;0.3065156;38.13341
-0.1744902;9.426813;-3.404682;0.002407249;0.9518332;-0.007475312;0.3065156;38.16674
-0.1696935;9.428843;-3.407791;0.002407249;0.9518332;-0.007475312;0.3065156;38.20007
-0.1666106;9.430994;-3.413433;0.002407249;0.9518332;-0.007475312;0.3065156;38.23341
-0.1632588;9.429057;-3.415648;0.002407249;0.9518332;-0.007475312;0.3065156;38.26674
-0.158648;9.428178;-3.421524;0.002407249;0.9518332;-0.007475312;0.3065156;38.30008
-0.1570185;9.430487;-3.427636;0.002407249;0.9518332;-0.007475312;0.3065156;38.33341
-0.1532335;9.429817;-3.432438;0.00191152;0.9515428;-0.005915995;0.3074535;38.36674
-0.1489226;9.431422;-3.43402;0.002437832;0.9460589;-0.007120347;0.3239073;38.40007
-0.1481467;9.430037;-3.43739;0.003267809;0.9429237;-0.009256911;0.3328642;38.43341
-0.1443142;9.430792;-3.442575;0.01378729;0.9216569;-0.0328891;0.3863635;38.46674
-0.1400037;9.432067;-3.447393;0.02287442;0.9078629;-0.04996222;0.4156508;38.50008
-0.1351599;9.429218;-3.452369;0.02857414;0.8996281;-0.05955561;0.4316319;38.53341
-0.1317336;9.429932;-3.457935;0.03754864;0.8896763;-0.07441453;0.4489195;38.56674
-0.1264074;9.427884;-3.462474;0.04802281;0.8782185;-0.09027047;0.4672017;38.60007
-0.1203035;9.42689;-3.463914;0.0579259;0.8648227;-0.102645;0.4880473;38.63341
-0.1141184;9.424095;-3.466265;0.06638473;0.8515;-0.1112513;0.5080984;38.66674
-0.1113319;9.424113;-3.469206;0.07069865;0.8420466;-0.1139422;0.5224714;38.70008
-0.1089285;9.424962;-3.472974;0.07123306;0.8388188;-0.1132259;0.5277203;38.73341
-0.1034888;9.422416;-3.476569;0.06946956;0.8393577;-0.1105031;0.5276759;38.76674
-0.09864108;9.419633;-3.476529;0.06583882;0.8433974;-0.106265;0.5225455;38.80008
-0.09661761;9.419946;-3.479152;0.06122039;0.8485601;-0.1007148;0.5158046;38.83341
-0.0947638;9.419788;-3.483867;0.05886652;0.849824;-0.09720037;0.5146707;38.86674
-0.09002745;9.419867;-3.485702;0.05967629;0.8498322;-0.0986103;0.5142956;38.90008
-0.08359453;9.416653;-3.488647;0.05967629;0.8498322;-0.0986103;0.5142956;38.93341
-0.07688119;9.413974;-3.490437;0.05967629;0.8498322;-0.0986103;0.5142956;38.96674
-0.07166529;9.41478;-3.495176;0.06735846;0.8407848;-0.1076133;0.5262728;39.00008
-0.06876286;9.41333;-3.49497;0.08473625;0.8261277;-0.129183;0.5418897;39.03341
-0.06680804;9.410388;-3.497948;0.114789;0.8010052;-0.1628749;0.5645227;39.06674
-0.06261472;9.410867;-3.49731;0.1339744;0.7841698;-0.1817604;0.5780067;39.10007
-0.0574108;9.408981;-3.501017;0.1510704;0.7688796;-0.1971461;0.5891818;39.13341
-0.05394421;9.407017;-3.502848;0.1628497;0.7569719;-0.206019;0.5983558;39.16674
-0.05115563;9.406029;-3.502079;0.1766492;0.7427868;-0.2155355;0.6087752;39.20008
-0.04720924;9.404191;-3.501902;0.1948795;0.7271106;-0.2296927;0.6169064;39.23341
-0.04158704;9.403324;-3.503031;0.2124386;0.7124398;-0.2428808;0.623144;39.26674
-0.03851448;9.402287;-3.505251;0.2285079;0.6993285;-0.2546208;0.6276082;39.30008
-0.03362016;9.398888;-3.50775;0.2419496;0.6874652;-0.2631187;0.6321556;39.33341
-0.03221709;9.397416;-3.507951;0.2484514;0.6813253;-0.2666651;0.6347895;39.36674
-0.02902772;9.393923;-3.505946;0.2630656;0.6650147;-0.2716409;0.6440211;39.40008
-0.02788204;9.388019;-3.508483;0.2741782;0.6502017;-0.2725683;0.6540418;39.43341
-0.02460016;9.384266;-3.509714;0.287099;0.6283004;-0.2687218;0.6712685;39.46674
-0.02172696;9.379968;-3.508176;0.3010729;0.6041719;-0.2640343;0.6889247;39.50008
-0.01703843;9.375383;-3.506718;0.3093872;0.5861793;-0.258001;0.7029288;39.53341
-0.01445336;9.37221;-3.50785;0.3158711;0.5575827;-0.2417206;0.7286276;39.56675
-0.0132034;9.369352;-3.506553;0.3111116;0.5617042;-0.2400214;0.7280712;39.60008
-0.01134901;9.363788;-3.507827;0.3111116;0.5617042;-0.2400214;0.7280712;39.63341
-0.006315715;9.359604;-3.506534;0.3111116;0.5617042;-0.2400214;0.7280712;39.66674
-0.004865447;9.357769;-3.506216;0.3111116;0.5617042;-0.2400214;0.7280712;39.70008
-0.003295773;9.355151;-3.504269;0.3111116;0.5617042;-0.2400214;0.7280712;39.73341
-0.0007593306;9.353934;-3.505602;0.3111116;0.5617042;-0.2400214;0.7280712;39.76674
0.004950242;9.352534;-3.505449;0.3111116;0.5617042;-0.2400214;0.7280712;39.80008
0.005977022;9.349283;-3.503419;0.3111116;0.5617042;-0.2400214;0.7280712;39.83341
0.01108455;9.343224;-3.50351;0.3111116;0.5617042;-0.2400214;0.7280712;39.86674
0.01448743;9.341421;-3.504759;0.3137993;0.5466096;-0.2314589;0.7410633;39.90008
0.01549147;9.336822;-3.503088;0.316697;0.5297288;-0.2222693;0.754776;39.93341
0.01911433;9.331095;-3.504114;0.3220263;0.5119801;-0.2150191;0.7667739;39.96674
0.02279711;9.328945;-3.502365;0.324392;0.5059854;-0.2130861;0.7702876;40.00008
0.02527948;9.322937;-3.500851;0.3320771;0.4817217;-0.2037966;0.7849433;40.03341
0.02776431;9.321299;-3.501722;0.3388048;0.4628406;-0.197239;0.7950387;40.06675
0.029206;9.315798;-3.498459;0.3444402;0.445715;-0.1909758;0.8038827;40.10008
0.03454539;9.311535;-3.497457;0.3475657;0.4289622;-0.1832995;0.8133823;40.13341
0.03714661;9.306326;-3.496253;0.3497912;0.4142162;-0.1763575;0.821565;40.16674
0.04234288;9.300265;-3.496141;0.349437;0.3985061;-0.1675163;0.8312791;40.20008
0.04712985;9.298749;-3.493159;0.3467814;0.3837536;-0.1582205;0.8410958;40.23341
0.05050845;9.295215;-3.491881;0.3433948;0.3715359;-0.1502043;0.8493997;40.26675
0.05409243;9.293989;-3.489844;0.3401999;0.3617981;-0.1437939;0.8559729;40.30008
0.05441911;9.289931;-3.488768;0.333248;0.3469935;-0.1334587;0.8664468;40.33341
0.05599548;9.287831;-3.483992;0.3281943;0.3380131;-0.1270926;0.8728592;40.36674
0.05952783;9.282637;-3.482908;0.3207038;0.3272502;-0.1191496;0.880829;40.40008
0.0614173;9.279195;-3.480671;0.311495;0.3147689;-0.1101918;0.8898029;40.43341
0.06545543;9.275137;-3.479285;0.3092996;0.3115918;-0.1080504;0.891947;40.46675
0.06648725;9.273236;-3.476154;0.3024016;0.2961854;-0.09946142;0.9005193;40.50008
0.07088793;9.272491;-3.471885;0.2958012;0.281077;-0.09153067;0.9083609;40.53341
0.07471583;9.26857;-3.466073;0.2873296;0.2644257;-0.0828658;0.9168719;40.56675
0.07746976;9.267523;-3.46408;0.2778631;0.2454725;-0.07367431;0.925801;40.60008
0.08017278;9.262347;-3.460697;0.2692134;0.2276661;-0.0656585;0.9334781;40.63341
0.07962221;9.258941;-3.454973;0.267655;0.2238191;-0.06407326;0.9349655;40.66674
0.08371723;9.257199;-3.452644;0.267655;0.2238191;-0.06407326;0.9349655;40.70008
0.08663417;9.25486;-3.448175;0.267655;0.2238191;-0.06407326;0.9349655;40.73341
0.09036786;9.251645;-3.444277;0.267655;0.2238191;-0.06407326;0.9349655;40.76675
0.09449202;9.249508;-3.438602;0.267655;0.2238191;-0.06407326;0.9349655;40.80008
0.09805484;9.245395;-3.434133;0.267655;0.2238191;-0.06407326;0.9349655;40.83341
0.09774671;9.242484;-3.431219;0.267655;0.2238191;-0.06407326;0.9349655;40.86674
0.1013739;9.240594;-3.425841;0.267655;0.2238191;-0.06407326;0.9349655;40.90008
0.1050338;9.235611;-3.423402;0.267655;0.2238191;-0.06407326;0.9349655;40.93341
0.105215;9.232731;-3.41836;0.267655;0.2238191;-0.06407326;0.9349655;40.96675
0.1090364;9.2281;-3.412545;0.267655;0.2238191;-0.06407326;0.9349655;41.00008
0.1133685;9.224877;-3.406304;0.2660837;0.2153833;-0.06112486;0.937589;41.03341
0.114976;9.223996;-3.40384;0.2644171;0.2029344;-0.05701828;0.9410899;41.06675
0.118378;9.223093;-3.400839;0.2623082;0.1916826;-0.05324824;0.9442547;41.10008
0.121052;9.218921;-3.396223;0.2616552;0.1867867;-0.05169072;0.9455027;41.13342
0.1245265;9.215374;-3.393351;0.2605194;0.179126;-0.04925533;0.9474268;41.16675
0.1257929;9.21417;-3.391173;0.2574694;0.1656433;-0.044849;0.9509261;41.20008
0.1254103;9.209793;-3.386231;0.253472;0.1505724;-0.0399762;0.9547155;41.23341
0.1260523;9.20483;-3.382182;0.2501557;0.1397722;-0.03652184;0.9573672;41.26675
0.1259035;9.202464;-3.376526;0.2470932;0.1292323;-0.0332713;0.9597588;41.30008
0.1246841;9.198362;-3.371556;0.243662;0.1189796;-0.030134;0.9620627;41.33341
0.1238771;9.19751;-3.366863;0.2419351;0.1136818;-0.02855483;0.9631866;41.36675
0.1257213;9.192652;-3.361203;0.2407658;0.1105655;-0.02761825;0.9638695;41.40008
0.1278418;9.190755;-3.355452;0.2377919;0.1040234;-0.02562273;0.9653899;41.43341
0.1308574;9.190534;-3.350588;0.2363021;0.100588;-0.02460202;0.966146;41.46675
0.1328114;9.189152;-3.344979;0.2351004;0.09808956;-0.02385492;0.9667146;41.50008
0.1320044;9.187402;-3.342893;0.2335644;0.09622938;-0.02323583;0.9672889;41.53341
0.1320462;9.187257;-3.338747;0.2311269;0.09217136;-0.02200075;0.9682979;41.56675
0.1336888;9.18331;-3.336822;0.2283645;0.08811269;-0.02075787;0.969358;41.60008
0.1347988;9.183526;-3.330734;0.2265072;0.08593147;-0.020066;0.9700039;41.63342
0.137729;9.179353;-3.328022;0.2249584;0.08405871;-0.0194837;0.9705402;41.66675
0.1398924;9.177569;-3.32392;0.2237192;0.0824955;-0.01900762;0.9709701;41.70008
0.1392836;9.173765;-3.318095;0.2234014;0.08250172;-0.01898062;0.9710433;41.73341
0.1404295;9.170741;-3.312289;0.2234014;0.08250172;-0.01898062;0.9710433;41.76675
0.142756;9.169647;-3.309135;0.2234014;0.08250172;-0.01898062;0.9710433;41.80008
0.1443957;9.169653;-3.304688;0.2234014;0.08250172;-0.01898062;0.9710433;41.83342
0.1433279;9.167969;-3.298792;0.2234014;0.08250172;-0.01898062;0.9710433;41.86675
0.1434096;9.166048;-3.293048;0.2234014;0.08250172;-0.01898062;0.9710433;41.90008
0.1456402;9.16608;-3.286799;0.2234014;0.08250172;-0.01898062;0.9710433;41.93341
0.1477171;9.163107;-3.283961;0.2234014;0.08250172;-0.01898062;0.9710433;41.96675
0.1494905;9.159994;-3.277433;0.2234014;0.08250172;-0.01898062;0.9710433;42.00008
0.1479692;9.159688;-3.272148;0.2234014;0.08250172;-0.01898062;0.9710433;42.03342
0.1507158;9.156926;-3.269818;0.2234014;0.08250172;-0.01898062;0.9710433;42.06675
0.1537975;9.155845;-3.265901;0.2234014;0.08250172;-0.01898062;0.9710433;42.10008
0.1537308;9.152308;-3.259865;0.2234014;0.08250172;-0.01898062;0.9710433;42.13342
0.1531709;9.147796;-3.256979;0.2234014;0.08250172;-0.01898062;0.9710433;42.16675
0.1542842;9.145817;-3.254473;0.2222546;0.07584935;-0.01734564;0.9718791;42.20008
0.1560863;9.144319;-3.252097;0.2207246;0.07237734;-0.01642707;0.9725083;42.23342
0.1554667;9.142942;-3.249477;0.220417;0.07174616;-0.01625912;0.9726276;42.26675
0.1564878;9.140285;-3.24344;0.2200987;0.07175146;-0.01623564;0.9726997;42.30008
0.1581641;9.136571;-3.241318;0.2200987;0.07175146;-0.01623564;0.9726997;42.33342
0.1589075;9.132399;-3.235376;0.2200987;0.07175146;-0.01623564;0.9726997;42.36675
0.1615674;9.132493;-3.230654;0.2200987;0.07175146;-0.01623564;0.9726997;42.40008
0.1630734;9.129288;-3.225604;0.2200987;0.07175146;-0.01623564;0.9726997;42.43341
0.1651526;9.125787;-3.223391;0.2200987;0.07175146;-0.01623564;0.9726997;42.46675
0.1662097;9.123998;-3.219693;0.2200987;0.07175146;-0.01623564;0.9726997;42.50008
0.1643862;9.122089;-3.213506;0.2200987;0.07175146;-0.01623564;0.9726997;42.53342
0.1660427;9.118974;-3.210818;0.2200987;0.07175146;-0.01623564;0.9726997;42.56675
0.1687955;9.11523;-3.2045;0.2200987;0.07175146;-0.01623564;0.9726997;42.60008
0.1710596;9.112946;-3.19851;0.2200987;0.07175146;-0.01623564;0.9726997;42.63342
0.1701398;9.112819;-3.193818;0.2200987;0.07175146;-0.01623564;0.9726997;42.66675
0.1687608;9.110732;-3.190925;0.2200987;0.07175146;-0.01623564;0.9726997;42.70008
0.1706785;9.106682;-3.186474;0.2200987;0.07175146;-0.01623564;0.9726997;42.73342
0.173606;9.102331;-3.18442;0.2200987;0.07175146;-0.01623564;0.9726997;42.76675
0.172976;9.100013;-3.181797;0.2200987;0.07175146;-0.01623564;0.9726997;42.80008
0.1718853;9.098199;-3.175833;0.2200987;0.07175146;-0.01623564;0.9726997;42.83342
0.1717226;9.096673;-3.16935;0.2200987;0.07175146;-0.01623564;0.9726997;42.86675
0.1722363;9.095634;-3.164728;0.2200987;0.07175146;-0.01623564;0.9726997;42.90009
0.1728781;9.094502;-3.159202;0.2200987;0.07175146;-0.01623564;0.9726997;42.93342
0.1719106;9.090835;-3.154011;0.2200987;0.07175146;-0.01623564;0.9726997;42.96675
0.1736639;9.088679;-3.150086;0.2200987;0.07175146;-0.01623564;0.9726997;43.00008
0.1755868;9.086576;-3.145165;0.2200987;0.07175146;-0.01623564;0.9726997;43.03342
0.1784634;9.08384;-3.13927;0.2194985;0.06953335;-0.0156859;0.9730054;43.06675
0.1803069;9.082369;-3.13724;0.2129834;0.05719702;-0.01249053;0.9753003;43.10008
0.1799156;9.082088;-3.133765;0.208929;0.04894172;-0.01046982;0.9766493;43.13342
0.1779745;9.07872;-3.128699;0.2064258;0.04353186;-0.009193408;0.9774502;43.16675
0.1789311;9.077868;-3.123152;0.2048493;0.04098686;-0.008585902;0.9778973;43.20008
0.1770102;9.078303;-3.118538;0.2026379;0.03748431;-0.007762597;0.9785053;43.23342
